short_name,long_name,overall,value_eur,wage_eur,player_positions,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Pepe,Képler Laveran Lima Ferreira,84,6500000,16000,DEFENDER,46,46,82,71,23,58,44,47,61,62,64,70,63,82,48,63,88,82,83,56,92,84,40,48,57,79,86,85,82,8,15,5,9,10
João Moutinho,João Filipe Iria Santos Moutinho,84,23500000,125000,MIDFIELDER,81,73,70,87,76,81,84,81,85,85,60,53,75,76,85,76,72,78,60,79,71,72,74,86,70,88,71,72,67,13,15,15,13,13
S. Ruffier,Stéphane Ruffier,84,19000000,41000,GOALKEEPER,11,11,12,33,13,12,17,12,34,15,45,50,51,79,55,56,72,37,76,11,31,25,12,49,25,66,13,12,11,82,84,75,85,82
S. Sirigu,Salvatore Sirigu,84,19000000,54000,GOALKEEPER,13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,57,68,34,66,14,34,20,10,55,19,62,14,11,13,84,80,76,84,82
M. Hamšík,Marek Hamšík,84,26500000,26000,MIDFIELDER,78,74,74,86,77,84,80,70,83,85,70,68,77,88,67,82,70,81,67,78,60,72,85,86,70,84,75,70,62,8,6,4,14,14
Sokratis,Sokratis Papastathopoulos,84,23000000,115000,DEFENDER,47,44,85,65,46,58,29,35,54,60,66,76,54,81,64,77,86,69,87,48,88,76,49,45,24,81,85,86,86,6,8,5,12,5
Lucas Leiva,Lucas  Pezzini Leiva,84,20500000,71000,MIDFIELDER,63,62,72,82,59,77,74,47,81,79,64,61,77,82,80,77,81,82,63,66,83,87,66,81,61,86,82,84,81,10,8,8,5,6
M. Özil,Mesut Özil,84,29500000,125000,MIDFIELDER,83,73,51,89,80,84,84,76,82,89,72,69,77,83,71,70,45,67,56,69,44,24,81,90,67,83,24,16,19,6,14,10,6,14
Javi Martínez,Javier Martínez Aginaga,84,25500000,125000,MIDFIELDER,58,43,87,76,58,59,46,45,74,71,45,50,52,85,49,76,85,72,85,62,91,88,51,74,52,80,85,86,85,5,12,9,11,8
Y. Sommer,Yann Sommer,84,21000000,37000,GOALKEEPER,13,13,10,40,8,15,12,13,31,25,48,54,55,81,58,61,73,45,68,12,38,21,15,58,24,57,9,19,12,79,85,81,80,87
E. Džeko,Edin Džeko,84,19500000,75000,ATTACKER,63,88,83,77,77,76,65,54,72,85,61,60,56,83,36,86,64,72,81,79,58,50,89,75,67,83,58,28,16,9,11,13,15,15
G. Wijnaldum,Georginio Wijnaldum,84,31000000,140000,MIDFIELDER,69,70,74,85,73,85,76,67,79,85,79,76,81,83,84,78,79,93,72,71,74,78,78,78,74,86,76,78,69,16,6,14,12,6
I. Perišić,Ivan Perišić,84,29500000,135000,MIDFIELDER,83,79,80,78,81,82,73,75,74,85,83,85,77,79,74,84,84,89,76,78,65,69,83,76,76,80,64,52,54,6,7,10,9,6
M. Mandžukić,Mario Mandžukić,84,19500000,160000,ATTACKER,72,85,90,75,86,76,64,49,67,79,61,73,65,88,55,83,85,81,87,61,88,66,90,74,76,80,59,64,60,10,8,5,8,15
A. Vidal,Arturo Vidal,84,23500000,205000,MIDFIELDER,76,75,82,82,78,76,76,68,81,83,68,67,73,86,75,84,85,86,83,82,93,85,83,82,81,83,82,87,88,4,2,4,2,4
J. Boateng,Jérôme Boateng,84,25000000,125000,DEFENDER,69,34,85,75,52,64,53,31,83,70,64,67,55,82,52,78,73,66,91,58,81,80,47,75,46,84,83,87,86,7,12,15,6,5
Azpilicueta,César Azpilicueta Tanco,84,25500000,145000,DEFENDER,81,46,75,80,51,69,68,58,80,77,73,68,72,86,73,68,77,83,70,60,84,86,62,74,66,78,85,87,86,13,9,10,6,5
José Callejón,José María Callejón Bueno,84,24000000,96000,MIDFIELDER,82,78,65,80,84,82,73,65,51,85,88,90,85,82,80,78,71,90,54,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11
I. Gündoğan,İlkay Gündoğan,84,31000000,180000,MIDFIELDER,78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,76,87,75,74,67,11,14,5,5,13
Paulinho,José Paulo Bezzera Maciel Júnior,84,29000000,43000,MIDFIELDER,64,81,85,83,75,80,66,72,80,84,74,71,70,82,72,83,92,92,82,80,81,80,84,79,71,81,75,79,75,16,16,11,6,8
K. Walker,Kyle Walker,84,25500000,165000,DEFENDER,81,51,74,78,57,79,76,71,75,78,87,94,66,83,70,86,83,89,77,69,78,81,68,69,63,75,78,84,83,12,6,16,15,8
Canales,Sergio Canales Madrazo,84,31500000,44000,MIDFIELDER,79,80,46,84,63,82,81,79,82,83,77,78,77,81,70,78,35,77,67,81,55,50,83,87,72,80,60,47,43,15,12,16,13,12
Douglas Costa,Douglas Costa de Souza,84,31500000,155000,ATTACKER,82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,13,15,9,12,5
Pizzi,Luís Miguel Afonso Fernandes,84,30500000,26000,MIDFIELDER,81,76,45,86,77,81,83,76,85,83,82,73,77,83,77,76,67,85,59,78,68,70,84,86,80,85,66,66,52,15,14,9,9,15
D. Tadić,Dušan Tadić,84,29500000,36000,ATTACKER,83,83,66,85,79,85,85,76,80,88,68,68,79,84,84,77,61,85,70,73,56,37,83,88,84,87,48,34,26,11,11,14,9,16
J. Iličić,Josip Iličić,84,28000000,92000,ATTACKER,82,81,58,86,80,88,85,85,74,88,72,69,71,83,61,88,33,70,72,89,58,46,83,87,78,80,53,32,26,13,13,8,12,6
R. Mahrez,Riyad Mahrez,84,31500000,195000,ATTACKER,81,77,48,78,76,90,84,78,75,90,87,82,92,77,87,79,60,76,54,80,48,39,79,81,70,84,45,31,22,15,9,13,11,6
E. Višća,Edin Višća,84,30500000,67000,MIDFIELDER,82,80,45,83,74,81,74,60,71,84,90,87,93,80,89,80,69,90,58,77,47,52,83,79,75,82,55,40,40,8,14,14,12,16
Felipe,Felipe Augusto de Almeida Monteiro,84,25000000,74000,DEFENDER,45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,9,11,14,9,7
Fabián,Fabián Ruiz Peña,83,36000000,76000,MIDFIELDER,72,79,67,81,67,85,75,59,81,85,68,63,72,83,66,75,46,73,69,83,68,77,82,84,67,77,70,78,75,16,11,7,13,13
A. Romagnoli,Alessio Romagnoli,83,32000000,46000,DEFENDER,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9
G. Lo Celso,Giovani Lo Celso,83,35000000,105000,MIDFIELDER,78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,61,67,62,10,7,10,15,14
T. Alexander-Arnold,Trent Alexander-Arnold,83,32000000,78000,DEFENDER,88,56,68,81,50,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78,55,75,76,83,79,14,15,14,6,7
L. Jović,Luka Jović,83,36500000,155000,ATTACKER,67,86,79,74,84,81,77,46,58,83,76,77,78,83,77,83,75,76,78,76,62,23,84,70,66,79,25,26,16,8,7,12,9,13
A. Milik,Arkadiusz Milik,83,35000000,91000,ATTACKER,58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60,79,78,35,34,32,9,16,16,15,6
A. Martial,Anthony Martial,83,34500000,140000,ATTACKER,72,82,69,78,74,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73,81,79,34,39,36,9,8,8,15,11
Anderson Talisca,Anderson Souza Conceição,83,34500000,38000,MIDFIELDER,75,80,77,81,76,82,86,87,79,84,78,76,76,79,70,84,58,79,72,88,67,55,86,81,75,74,53,59,42,13,11,13,12,10
J. Tah,Jonathan Tah,83,31000000,67000,DEFENDER,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,11,8,7,9,14
C. Tolisso,Corentin Tolisso,83,34000000,110000,MIDFIELDER,67,75,82,84,62,77,66,73,86,82,73,66,75,83,74,82,83,84,76,81,81,76,79,80,70,74,75,78,71,7,10,14,9,14
Pau López,Pau López Sabata,83,26000000,38000,GOALKEEPER,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,19,20,11,82,83,79,82,84
Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,83,34500000,46000,MIDFIELDER,78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9
N. Pépé,Nicolas Pépé,83,34500000,97000,ATTACKER,78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25,11,14,11,6,8
M. Akanji,Manuel Obafemi Akanji,83,31000000,77000,DEFENDER,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,10,9,13,6,9
M. Rashford,Marcus Rashford,83,35500000,125000,ATTACKER,74,81,72,75,76,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75,76,78,47,40,33,11,6,15,7,14
J. Stones,John Stones,83,30000000,140000,DEFENDER,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,7,15,11,10,8
A. Rabiot,Adrien Rabiot,83,33000000,120000,MIDFIELDER,70,69,77,85,72,79,73,59,83,84,71,74,79,83,72,80,73,80,83,79,76,80,76,80,67,84,70,81,75,9,12,9,7,15
Grimaldo,Alejandro Grimaldo García,83,29500000,18000,DEFENDER,84,50,65,81,58,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,68,81,75,68,51,81,75,78,79,7,13,10,7,13
T. Werner,Timo Werner,83,34500000,70000,ATTACKER,69,86,77,77,84,83,63,56,55,84,93,92,81,86,76,79,71,83,65,70,63,37,85,61,72,74,39,20,19,9,9,8,15,9
T. Lemar,Thomas Lemar,83,34000000,64000,MIDFIELDER,83,75,54,84,76,85,85,81,75,86,83,83,87,79,86,79,69,77,64,78,63,66,78,84,68,80,55,59,63,11,15,13,7,14
D. Sánchez,Davinson Sánchez,83,30500000,93000,DEFENDER,36,40,80,76,28,63,30,27,67,73,68,79,60,79,55,66,75,75,83,44,87,82,34,49,44,75,82,84,86,9,7,10,6,15
Marco Asensio,Marco Asensio Willemsen,83,34000000,180000,ATTACKER,82,78,57,82,79,85,83,76,81,87,83,80,79,78,76,86,58,79,61,84,45,45,81,82,62,83,40,42,39,13,9,6,12,10
L. Digne,Lucas Digne,83,28500000,97000,DEFENDER,85,60,71,81,68,78,81,83,73,83,79,78,69,83,78,83,92,85,69,76,76,82,72,73,60,79,78,83,84,6,12,9,6,13
J. Draxler,Julian Draxler,83,32500000,100000,MIDFIELDER,81,76,65,84,80,87,78,76,77,88,78,77,80,81,75,86,75,68,66,81,48,66,79,82,65,83,39,64,44,11,13,5,13,8
J. Pickford,Jordan Pickford,83,24000000,78000,GOALKEEPER,17,19,15,55,20,14,18,16,56,40,53,44,55,84,55,65,77,45,70,13,42,24,18,68,45,68,21,20,12,82,78,87,82,86
Y. Carrasco,Yannick Ferreira Carrasco,83,32500000,23000,MIDFIELDER,78,80,53,75,68,88,81,79,71,87,91,90,90,82,71,85,70,74,59,78,61,18,80,71,74,75,53,39,26,9,11,9,10,10
Borja Iglesias,Borja Iglesias Quintas,83,32500000,41000,ATTACKER,50,86,82,71,71,77,41,36,65,80,65,69,64,78,72,83,70,76,91,82,68,30,84,71,79,82,32,31,18,14,12,16,13,16
K. Casteels,Koen Casteels,83,22000000,50000,GOALKEEPER,15,15,14,35,13,14,20,13,37,23,44,46,50,82,43,59,58,44,72,18,33,16,15,42,20,40,11,19,17,83,79,79,82,83
W. Zaha,Wilfried Zaha,83,32000000,89000,ATTACKER,78,78,47,75,64,90,57,51,65,87,88,93,87,77,81,81,58,76,74,70,73,23,78,76,66,81,22,29,28,15,10,15,11,10
Paco Alcácer,Francisco Alcácer García,83,32000000,105000,ATTACKER,53,86,78,79,85,78,85,85,51,82,81,78,84,85,84,82,67,65,64,84,57,26,86,67,71,84,45,24,22,12,14,14,8,5
Morata,Álvaro Borja Morata Martín,83,32000000,80000,ATTACKER,73,81,86,78,80,83,76,44,51,82,75,85,66,80,58,80,84,70,79,72,56,24,85,76,70,76,37,14,20,4,5,4,4,5
S. Haller,Sébastien Haller,83,32000000,120000,ATTACKER,40,85,86,76,82,76,57,46,45,80,68,76,68,84,53,81,80,72,89,67,76,36,84,75,91,82,39,61,55,6,7,14,7,6
William Carvalho,William Silva de Carvalho,83,27500000,35000,MIDFIELDER,68,52,74,81,50,78,80,50,85,81,37,46,45,74,47,69,67,83,91,55,78,81,63,81,60,89,80,80,72,6,6,5,14,14
F. Bernardeschi,Federico Bernardeschi,83,31500000,130000,MIDFIELDER,82,68,54,85,74,88,82,80,71,88,82,81,85,80,79,82,49,79,67,82,52,66,78,82,72,82,66,54,50,14,15,10,13,12
D. Djené,Djené Dakonam Ortega,83,27000000,35000,DEFENDER,60,29,79,74,22,50,51,48,64,71,74,71,71,81,69,67,79,73,79,27,88,84,49,42,41,72,83,85,82,7,15,7,10,10
Oscar,Oscar dos Santos Emboaba Júnior,83,29500000,29000,MIDFIELDER,81,76,54,86,65,78,77,76,84,84,75,73,88,81,81,80,66,77,38,77,43,45,79,83,70,75,66,52,47,12,10,15,12,12
K. Trapp,Kevin Trapp,83,21500000,42000,GOALKEEPER,13,13,11,25,12,10,14,12,12,24,45,52,42,81,37,59,75,45,73,13,30,22,12,46,17,62,15,14,10,82,77,79,83,85
Bartra,Marc Bartra Aregall,83,25500000,36000,DEFENDER,57,55,80,82,43,68,66,51,81,78,75,72,71,83,70,71,87,69,73,70,80,84,61,75,52,76,79,83,82,10,15,13,12,8
Pablo Sarabia,Pablo Sarabia García,83,29500000,105000,MIDFIELDER,84,78,61,83,64,86,84,74,79,85,74,75,79,77,80,76,32,71,57,77,46,58,82,84,69,74,60,54,49,16,7,15,6,14
J. Cillessen,Jasper Cillessen,83,20000000,39000,GOALKEEPER,17,10,12,50,19,12,10,10,35,32,54,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61,18,12,11,82,83,78,81,83
Lucas Moura,Lucas Rodrigues M. Silva,83,31000000,130000,MIDFIELDER,75,82,50,77,72,88,71,74,74,83,95,89,93,81,92,79,90,76,57,76,72,50,82,76,74,82,31,43,44,9,10,14,7,14
F. Thauvin,Florian Thauvin,83,30500000,60000,ATTACKER,82,80,72,83,75,82,84,72,76,84,87,80,86,83,71,83,77,83,66,80,56,42,84,80,78,82,46,29,31,8,11,14,10,9
Jorginho,Luiz Frello Filho Jorge,83,29000000,140000,MIDFIELDER,75,57,56,89,71,81,75,76,87,85,61,50,77,81,72,71,58,85,66,62,79,76,68,87,84,79,62,77,70,14,7,13,14,8
G. Buffon,Gianluigi Buffon,83,2600000,58000,GOALKEEPER,13,15,13,37,17,26,20,13,35,28,37,30,55,80,49,56,71,34,69,13,38,28,12,50,22,70,13,11,11,78,77,74,91,80
Casillas,Iker Casillas Fernández,83,2600000,11000,GOALKEEPER,13,12,25,21,14,25,25,13,22,23,56,55,60,79,46,46,77,41,70,13,23,22,16,62,24,70,24,11,13,85,75,61,86,84
R. Jarstein,Rune  Almenning Jarstein,83,11500000,33000,GOALKEEPER,18,13,16,34,16,11,10,14,34,23,40,46,35,76,45,57,59,31,70,18,34,19,15,37,13,55,12,11,13,79,82,76,86,84
V. Kompany,Vincent Kompany,83,12000000,31000,DEFENDER,61,45,83,73,46,63,61,52,66,70,48,51,50,80,41,73,61,65,87,55,83,82,41,59,63,81,85,85,81,10,9,5,8,6
Raúl Albiol,Raúl Albiol Tortajada,83,12000000,45000,DEFENDER,38,27,77,74,31,59,53,45,72,71,50,46,53,82,56,65,76,45,81,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8
F. Quagliarella,Fabio Quagliarella,83,9500000,46000,ATTACKER,66,89,69,79,88,79,78,78,73,84,70,68,71,84,76,90,68,65,74,89,44,26,87,77,85,84,35,21,15,6,7,5,4,4
K. Schmeichel,Kasper Schmeichel,83,15500000,82000,GOALKEEPER,18,12,16,44,15,12,13,15,46,40,56,60,62,81,47,59,60,34,64,14,35,20,13,59,26,67,14,14,13,82,77,79,79,88
Falcao,Radamel Falcao García Zárate,83,16500000,64000,ATTACKER,55,86,89,78,83,74,81,72,58,81,66,64,75,82,75,78,90,67,72,77,73,41,90,70,81,85,39,42,19,10,13,6,9,5
Miranda,João Miranda de Souza Filho,83,9500000,32000,DEFENDER,48,43,80,70,51,67,32,39,69,71,62,66,61,80,57,70,81,59,77,41,82,85,43,58,49,81,85,85,83,12,6,10,13,12
C. Vela,Carlos Alberto Vela Garrido,83,24500000,17000,ATTACKER,78,85,67,81,82,84,84,71,66,85,80,80,81,83,81,76,65,74,67,84,57,37,84,81,72,83,31,22,14,8,14,8,13,10
E. Garay,Ezequiel Marcelo Garay,83,16500000,48000,DEFENDER,62,51,80,72,49,60,55,74,72,70,40,45,51,77,33,80,79,66,90,64,80,83,42,63,69,77,82,83,83,14,6,13,13,14
Rui Patrício,Rui Pedro dos Santos Patrício,83,16500000,82000,GOALKEEPER,12,12,11,31,17,20,10,16,30,23,53,57,61,77,54,58,79,45,77,11,39,22,13,64,32,66,14,13,11,84,80,77,81,82
R. Nainggolan,Radja Nainggolan,83,22500000,51000,MIDFIELDER,73,75,59,84,75,83,73,68,81,84,72,72,75,85,83,84,75,89,76,86,88,86,84,76,63,84,83,86,90,11,11,14,8,11
E. Banega,Éver Maximiliano David Banega,83,19500000,26000,MIDFIELDER,80,68,55,86,65,83,83,81,85,85,64,59,74,78,79,76,57,70,67,80,83,79,75,84,78,80,80,79,78,13,8,7,7,10
Diego Costa,Diego da Silva Costa,83,25000000,80000,ATTACKER,65,85,84,65,81,77,62,59,52,82,71,75,56,83,51,83,63,74,90,74,93,40,84,74,75,83,58,39,30,11,13,12,8,11
S. Khedira,Sami Khedira,83,19500000,135000,MIDFIELDER,72,68,76,85,78,80,64,60,81,83,48,53,55,84,54,82,66,68,87,78,82,84,78,78,68,84,80,82,74,11,9,5,15,8
David Luiz,David Luiz Moreira Marinho,83,16500000,105000,DEFENDER,68,55,81,77,63,66,70,76,82,79,58,63,66,77,56,81,78,65,79,73,86,84,54,71,75,77,79,83,81,11,12,10,7,14
M. Kruse,Max Kruse,83,23500000,105000,ATTACKER,81,84,63,85,80,83,82,69,82,86,67,65,74,85,77,81,65,73,73,79,62,34,85,85,92,87,57,38,29,12,7,5,13,9
J. Henderson,Jordan Brian Henderson,83,22000000,115000,MIDFIELDER,82,67,65,84,71,76,80,74,84,81,65,64,69,84,70,77,77,90,74,71,82,80,75,83,64,78,79,80,76,7,13,7,9,13
G. Sigurðsson,Gylfi Þór Sigurðsson,83,25500000,120000,MIDFIELDER,86,78,60,85,75,82,87,86,77,85,57,56,68,79,63,84,65,86,65,86,57,55,79,86,79,84,57,57,55,13,8,10,15,12
A. Ramsey,Aaron Ramsey,83,25500000,140000,MIDFIELDER,75,75,58,84,79,81,70,66,80,83,66,69,73,81,74,81,66,89,67,74,74,69,84,81,75,81,68,72,68,6,11,5,10,8
Illarramendi,Asier Illarramendi Andonegi,83,22000000,42000,MIDFIELDER,68,72,51,85,58,78,76,68,82,83,62,47,69,84,73,69,62,73,68,76,76,87,79,86,50,79,83,83,80,15,7,11,14,12
D. Blind,Daley Blind,83,22000000,31000,DEFENDER,80,62,75,83,66,75,84,62,83,82,61,48,71,85,72,73,72,76,74,65,70,86,66,77,54,83,82,84,79,12,9,10,14,10
L. Hrádecký,Lukáš Hrádecký,83,18500000,67000,GOALKEEPER,11,11,11,15,9,10,11,15,20,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,85,79,69,82,86
N. Otamendi,Nicolás Hernán Otamendi,83,19000000,145000,DEFENDER,52,54,84,75,57,51,50,39,72,70,55,57,58,78,58,69,89,65,79,56,91,83,48,53,45,79,82,84,83,12,5,8,11,12
J. Cuadrado,Juan Cuadrado,83,22500000,135000,MIDFIELDER,78,64,58,81,70,90,78,69,69,85,90,92,91,78,81,84,74,74,58,80,78,62,78,76,65,80,63,70,74,5,5,13,6,9
I. Gueye,Idrissa Gana Gueye,83,22000000,100000,MIDFIELDER,60,50,69,79,32,76,45,61,77,79,74,72,82,83,80,80,88,90,69,66,85,89,65,65,54,80,84,90,83,8,6,8,12,13
K. Kampl,Kevin Kampl,83,25500000,77000,MIDFIELDER,72,63,34,84,68,86,78,75,79,84,83,70,90,84,82,69,67,90,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16
Rodrigo,Rodrigo Moreno Machado,83,27000000,60000,ATTACKER,72,80,80,80,77,82,83,67,58,82,88,91,81,82,74,83,77,74,71,76,60,31,83,77,77,80,44,41,40,7,13,10,11,5
C. Aránguiz,Charles Mariano Aránguiz Sandoval,83,24000000,86000,MIDFIELDER,78,66,53,85,68,79,75,76,84,83,72,55,80,86,86,80,61,87,64,77,80,82,76,81,76,81,76,74,72,15,7,12,8,13
W. Ben Yedder,Wissam Ben Yedder,83,27000000,67000,ATTACKER,74,88,74,80,83,85,80,76,66,84,88,81,90,83,89,81,78,68,59,69,55,44,89,80,76,84,34,33,26,6,13,9,7,7
F. Acerbi,Francesco Acerbi,83,19000000,64000,DEFENDER,25,37,82,73,39,65,62,56,77,72,61,52,33,83,35,75,66,82,86,60,75,86,20,65,72,85,87,86,85,11,9,9,13,11
Danilo Pereira,Danilo Luís Hélio Pereira,83,24000000,21000,MIDFIELDER,55,60,77,83,55,76,48,53,81,78,62,68,57,75,60,74,62,82,89,63,83,83,69,73,57,84,83,84,71,9,7,13,14,15
A. Kramarić,Andrej Kramarić,83,27000000,61000,ATTACKER,76,86,69,79,85,86,79,74,53,85,76,70,83,83,83,83,69,77,67,85,73,21,84,72,90,82,35,20,26,8,14,14,7,15
Louri Beretta,Lourival Adnan Beretta Barbosa,83,27500000,60000,ATTACKER,56,85,83,73,82,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58,77,79,26,27,24,8,11,20,19,20
Josué Chiamulera,Josué Durval Chiamulera Vaz,83,23500000,43000,DEFENDER,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10
Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,83,27000000,51000,ATTACKER,83,74,64,83,76,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13
Oyarzabal,Mikel Oyarzabal Ugarte,82,31000000,39000,ATTACKER,82,86,44,81,64,85,69,71,73,84,74,76,77,81,75,80,56,78,57,81,52,29,80,79,76,70,55,32,30,10,6,10,13,11
L. Bailey,Leon Bailey Butler,82,30500000,65000,ATTACKER,77,75,57,76,75,86,78,79,66,82,93,90,86,80,84,79,83,76,59,79,58,21,80,77,71,75,45,27,18,12,13,6,15,14
Gabriel Jesus,Gabriel Fernando de Jesus,82,31000000,140000,ATTACKER,66,84,75,76,72,86,76,54,66,85,87,83,90,85,90,78,78,83,63,73,73,32,86,77,78,81,53,23,19,13,8,6,6,15
M. Kovačić,Mateo Kovačić,82,29000000,125000,MIDFIELDER,73,61,42,88,76,86,78,68,81,89,79,73,83,76,84,79,63,78,63,75,77,71,69,83,59,81,70,72,63,9,5,6,7,7
A. Belotti,Andrea Belotti,82,30000000,63000,ATTACKER,42,88,84,68,82,78,64,56,42,75,77,77,78,76,75,81,83,81,82,67,83,31,85,61,77,75,55,23,32,13,7,12,14,7
T. Strakosha,Thomas Strakosha,82,22000000,39000,GOALKEEPER,18,18,11,26,11,14,14,12,22,15,41,46,45,74,47,56,56,23,66,14,20,24,18,49,21,61,20,18,12,84,78,75,79,87
N. Keïta,Naby Keïta,82,29000000,95000,MIDFIELDER,62,74,42,85,71,88,64,70,76,88,77,66,89,81,90,76,52,79,57,73,78,76,74,80,58,81,68,64,62,7,14,15,14,9
L. Torreira,Lucas Torreira Di Pascua,82,27000000,80000,MIDFIELDER,74,61,59,83,65,78,70,78,76,81,79,72,85,79,93,78,52,86,66,74,87,86,68,74,48,78,84,84,77,5,5,13,7,9
Rúben Neves,Rúben Diogo da Silva Neves,82,29000000,89000,MIDFIELDER,77,64,53,85,81,75,84,83,86,82,64,60,65,78,70,86,68,78,67,83,82,75,65,85,76,83,69,74,69,16,12,10,8,10
P. Kimpembe,Presnel Kimpembe,82,26500000,75000,DEFENDER,62,31,79,79,33,58,50,32,75,78,73,77,73,77,62,55,77,80,84,39,88,83,39,60,50,80,79,81,81,7,8,14,15,9
S. Bergwijn,Steven Bergwijn,82,30000000,22000,ATTACKER,74,74,60,83,67,87,77,66,62,85,88,89,79,81,89,83,74,81,80,72,44,34,78,79,61,77,52,31,26,11,14,12,14,13
A. Onana,André Onana,82,22000000,18000,GOALKEEPER,15,12,20,33,13,26,30,17,26,38,64,62,68,80,53,65,80,39,67,17,29,15,11,62,27,57,12,18,14,84,80,86,76,83
Nélson Semedo,Nélson Cabral Semedo,82,26000000,150000,DEFENDER,76,50,58,76,42,80,61,30,65,80,91,92,88,82,82,74,80,91,65,60,81,81,72,62,38,79,77,81,80,16,12,10,14,12
A. Areola,Alphonse Areola,82,21000000,71000,GOALKEEPER,20,19,14,48,16,12,16,16,37,22,56,54,58,79,58,60,72,38,80,14,26,23,17,51,25,64,13,18,12,85,79,80,78,84
M. Perin,Mattia Perin,82,21000000,90000,GOALKEEPER,11,11,12,33,19,19,15,13,31,23,57,56,70,77,30,53,75,30,52,17,25,19,12,44,21,65,20,12,19,82,82,71,79,87
D. Rugani,Daniele Rugani,82,26000000,95000,DEFENDER,40,33,84,69,35,64,45,25,65,65,61,66,61,78,55,58,83,67,78,39,72,86,28,50,36,70,86,86,82,5,10,5,5,5
A. Correa,Ángel Correa,82,29000000,59000,MIDFIELDER,74,82,67,77,79,87,82,65,65,87,87,80,87,82,81,80,48,74,64,83,58,48,83,80,55,74,58,53,44,13,10,9,8,16
Iñaki Williams,Iñaki Williams Arthuer,82,29000000,36000,ATTACKER,78,83,71,74,74,83,76,53,66,77,93,95,80,80,64,85,88,82,85,73,73,21,84,73,64,78,52,38,31,14,15,14,10,13
H. Lozano,Hirving Rodrigo Lozano Bahena,82,29000000,26000,ATTACKER,75,76,58,74,74,83,72,65,67,81,94,93,91,83,76,76,67,82,59,74,64,45,81,74,73,76,42,35,29,11,10,14,14,10
Gelson Martins,Gelson Dany Batalha Martins,82,29000000,47000,MIDFIELDER,80,70,51,76,74,87,82,60,55,81,95,95,95,81,92,72,65,86,48,69,60,43,79,78,66,82,54,46,36,12,9,7,6,9
B. Lecomte,Benjamin Lecomte,82,20000000,42000,GOALKEEPER,13,11,10,17,10,11,20,19,21,23,44,40,36,78,25,59,62,34,55,10,23,24,10,41,20,63,17,11,12,82,78,78,81,83
T. Partey,Thomas Partey,82,27000000,68000,MIDFIELDER,66,68,68,84,53,79,68,58,80,81,70,75,70,81,50,83,83,91,81,80,82,79,73,78,49,75,79,83,81,11,13,9,9,7
